Channel,Energy (keV),CTS,CR,Net CR,Error
109,30.1142,2,0.011111111,-0.005555556,0.0080027
110,30.3907,1,0.005555556,-0.011388889,0.005763471
111,30.6672,1,0.005555556,-0.011388889,0.005763471
112,30.9437,2,0.011111111,-0.008333333,0.008026768
113,31.2202,2,0.011111111,-0.007916667,0.008023163
114,31.4967,1,0.005555556,-0.01125,0.005761797
115,31.7732,3,0.016666667,-0.000972222,0.009748971
116,32.0497,4,0.022222222,0.004583333,0.011220813
117,32.3262,2,0.011111111,-0.005277778,0.008000289
118,32.6027,4,0.022222222,0.002222222,0.011235416
119,32.8792,1,0.005555556,-0.0125,0.005776843
120,33.1557,5,0.027777778,0.008888889,0.012527747
121,33.4322,1,0.005555556,-0.008888889,0.005733269
122,33.7087,1,0.005555556,-0.009722222,0.005743354
123,33.9852,1,0.005555556,-0.010694444,0.005755097
124,34.2617,3,0.016666667,-0.001527778,0.009752928
125,34.5382,2,0.011111111,-0.005694444,0.008003905
126,34.8147,3,0.016666667,-0.001805556,0.009754905
127,35.0912,3,0.016666667,-0.0025,0.009759848
128,35.3677,1,0.005555556,-0.011944444,0.005770161
129,35.6442,1,0.005555556,-0.011666667,0.005766817
130,35.9207,2,0.011111111,-0.009027778,0.008032774
131,36.1972,2,0.011111111,-0.005277778,0.008000289
132,36.4737,3,0.016666667,-0.001805556,0.009754905
133,36.7502,3,0.016666667,-0.000833333,0.009747982
134,37.0267,5,0.027777778,0.012777778,0.012506171
135,37.3032,3,0.016666667,-0.000138889,0.009743033
136,37.5797,5,0.027777778,0.013472222,0.012502315
137,37.8562,3,0.016666667,0.00125,0.009733129
138,38.1327,3,0.016666667,-0.000277778,0.009744023
139,38.4092,3,0.016666667,0.000138889,0.009741053
140,38.6857,11,0.061111111,0.043333333,0.018492574
141,38.9622,20,0.111111111,0.095138889,0.024889803
142,39.2387,35,0.194444444,0.176805556,0.032904358
143,39.5152,52,0.288888889,0.275416667,0.040085027
144,39.7917,69,0.383333333,0.368333333,0.046170477
145,40.0682,126,0.7,0.680972222,0.062382142
146,40.3447,160,0.888888889,0.873333333,0.070288207
147,40.6212,221,1.227777778,1.213611111,0.082601182
148,40.8977,214,1.188888889,1.174722222,0.081282876
149,41.1742,243,1.35,1.335138889,0.086614456
150,41.4507,267,1.483333333,1.470138889,0.090788619
151,41.7272,286,1.588888889,1.571666667,0.093965698
152,42.0037,288,1.6,1.586111111,0.094291134
153,42.2802,337,1.872222222,1.8575,0.101996467
154,42.5567,344,1.911111111,1.896944444,0.103049753
155,42.8332,402,2.233333333,2.221111111,0.111396162
156,43.1097,433,2.405555556,2.390694444,0.115612549
157,43.3862,452,2.511111111,2.493888889,0.118122857
158,43.6627,459,2.55,2.533333333,0.119033531
159,43.9392,446,2.477777778,2.463472222,0.117334645
160,44.2157,528,2.933333333,2.917083333,0.127665787
161,44.4922,593,3.294444444,3.279861111,0.135294104
162,44.7687,620,3.444444444,3.430972222,0.138338981
163,45.0452,626,3.477777778,3.463611111,0.139007033
164,45.3217,621,3.45,3.434583333,0.138451464
165,45.5982,668,3.711111111,3.695138889,0.143594924
166,45.8747,728,4.044444444,4.029722222,0.149903904
167,46.1512,780,4.333333333,4.316111111,0.155165931
168,46.4277,787,4.372222222,4.359444444,0.155858584
169,46.7042,790,4.388888889,4.373472222,0.156156515
170,46.9807,873,4.85,4.83375,0.164154505
171,47.2572,925,5.138888889,5.125416667,0.168971163
172,47.5337,902,5.011111111,4.993333333,0.166859148
173,47.8102,980,5.444444444,5.429027778,0.173922554
174,48.0867,1020,5.666666667,5.653611111,0.177435326
175,48.3632,1004,5.577777778,5.563194444,0.176038859
176,48.6397,1042,5.788888889,5.775416667,0.179338688
177,48.9162,999,5.55,5.533888889,0.175600601
178,49.1927,1076,5.977777778,5.964722222,0.182240747
179,49.4692,1109,6.161111111,6.144583333,0.185015379
180,49.7457,1173,6.516666667,6.500416667,0.190278639
181,50.0222,1114,6.188888889,6.175833333,0.185430659
182,50.2987,1197,6.65,6.632083333,0.19221585
183,50.5752,1223,6.794444444,6.781388889,0.194290316
184,50.8517,1221,6.783333333,6.76875,0.194131941
185,51.1282,1240,6.888888889,6.873611111,0.195636722
186,51.4047,1274,7.077777778,7.064305556,0.198299921
187,51.6812,1275,7.083333333,7.070694444,0.198377436
188,51.9577,1304,7.244444444,7.22875,0.200621767
189,52.2342,1215,6.75,6.734583333,0.193654696
190,52.5107,1237,6.872222222,6.858611111,0.195399342
191,52.7872,1299,7.216666667,7.202777778,0.200236165
192,53.0637,1305,7.25,7.238472222,0.200697232
193,53.3402,1319,7.327777778,7.312638889,0.201772097
194,53.6167,1272,7.066666667,7.049861111,0.198145384
195,53.8932,1282,7.122222222,7.108611111,0.198921572
196,54.1697,1268,7.044444444,7.029027778,0.197833121
197,54.4462,1306,7.255555556,7.240555556,0.200775311
198,54.7227,1343,7.461111111,7.44625,0.203599316
199,54.9992,1223,6.794444444,6.779027778,0.19429116
200,55.2757,1285,7.138888889,7.121944444,0.199155334
201,55.5522,1245,6.916666667,6.903472222,0.196029994
202,55.8287,1267,7.038888889,7.025277778,0.197754466
203,56.1052,1276,7.088888889,7.073472222,0.198456185
204,56.3817,1200,6.666666667,6.651527778,0.192455552
205,56.6582,1265,7.027777778,7.015555556,0.197597843
206,56.9347,1298,7.211111111,7.197777778,0.200158888
207,57.2112,1314,7.3,7.285,0.201389272
208,57.4877,1328,7.377777778,7.365277778,0.202458367
209,57.7642,1251,6.95,6.934861111,0.196502452
210,58.0407,1308,7.266666667,7.251666667,0.200928977
211,58.3172,1366,7.588888889,7.573333333,0.205335468
212,58.5937,1273,7.072222222,7.058194444,0.198222279
213,58.8702,1307,7.261111111,7.246527778,0.200852014
214,59.1467,1260,7,6.988472222,0.197206719
215,59.4232,1275,7.083333333,7.067916667,0.198378409
216,59.6997,1278,7.1,7.085694444,0.198611257
217,59.9762,1303,7.238888889,7.222916667,0.200544927
218,60.2527,1255,6.972222222,6.954305556,0.196817317
219,60.5292,1258,6.988888889,6.97625,0.197050541
220,60.8057,1321,7.338888889,7.321388889,0.201925817
221,61.0822,1321,7.338888889,7.325416667,0.201924432
222,61.3587,1305,7.25,7.234166667,0.200698722
223,61.6352,1293,7.183333333,7.165972222,0.199774419
224,61.9117,1280,7.111111111,7.094583333,0.198767372
225,62.1882,1311,7.283333333,7.2675,0.201159544
226,62.4647,1293,7.183333333,7.167222222,0.199773985
227,62.7412,1282,7.122222222,7.108472222,0.19892162
228,63.0177,1330,7.388888889,7.3725,0.20261209
229,63.2942,1274,7.077777778,7.062083333,0.1983007
230,63.5707,1270,7.055555556,7.039861111,0.197989168
231,63.8472,1240,6.888888889,6.873055556,0.195636919
232,64.1237,1336,7.422222222,7.405694444,0.203068618
233,64.4002,1264,7.022222222,7.006944444,0.197520803
234,64.6767,1325,7.361111111,7.344305556,0.202231046
235,64.9532,1278,7.1,7.083611111,0.198611985
236,65.2297,1298,7.211111111,7.192777778,0.200160622
237,65.5062,1281,7.116666667,7.100277778,0.198844948
238,65.7827,1331,7.394444444,7.379166667,0.202687861
239,66.0592,1268,7.044444444,7.0275,0.197833657
240,66.3357,1263,7.016666667,7,0.197443147
241,66.6122,1284,7.133333333,7.114027778,0.199078655
242,66.8887,1326,7.366666667,7.346805556,0.202308389
243,67.1652,1323,7.35,7.332916667,0.202078465
244,67.4417,1281,7.116666667,7.096527778,0.198846257
245,67.7182,1323,7.35,7.330416667,0.202079324
246,67.9947,1293,7.183333333,7.16625,0.199774323
247,68.2712,1279,7.105555556,7.089444444,0.198689573
248,68.5477,1271,7.061111111,7.043333333,0.198067827
249,68.8242,1231,6.838888889,6.822222222,0.194925991
250,69.1007,1295,7.194444444,7.174583333,0.199929723
251,69.3772,1323,7.35,7.330833333,0.202079181
252,69.6537,1303,7.238888889,7.220138889,0.200545889
253,69.9302,1324,7.355555556,7.337222222,0.202155247
254,70.2067,1355,7.527777778,7.507916667,0.204508548
255,70.4832,1304,7.244444444,7.225833333,0.200622777
256,70.7597,1334,7.411111111,7.386805556,0.202919233
257,71.0362,1356,7.533333333,7.512361111,0.204584371
258,71.3127,1385,7.694444444,7.67,0.206761478
259,71.5892,1336,7.422222222,7.396527778,0.203071752
260,71.8657,1372,7.622222222,7.597638889,0.205788953
261,72.1422,1382,7.677777778,7.65,0.206538565
262,72.4187,1358,7.544444444,7.5175,0.204737204
263,72.6952,1339,7.438888889,7.410694444,0.203300458
264,72.9717,1373,7.627777778,7.599722222,0.205865101
265,73.2482,1311,7.283333333,7.254305556,0.201164099
266,73.5247,1421,7.894444444,7.858333333,0.20943505
267,73.8012,1345,7.472222222,7.435833333,0.203758189
268,74.0777,1398,7.766666667,7.733194444,0.207732513
269,74.3542,1386,7.7,7.664444444,0.206839832
270,74.6307,1324,7.355555556,7.317222222,0.202162117
271,74.9072,1390,7.722222222,7.688194444,0.20713754
272,75.1837,1418,7.877777778,7.85125,0.209210699
273,75.4602,1388,7.711111111,7.679861111,0.206987551
274,75.7367,1296,7.2,7.175694444,0.200008439
275,76.0132,1325,7.361111111,7.337916667,0.20223324
276,76.2897,1341,7.45,7.429583333,0.203449563
277,76.5662,1383,7.683333333,7.660833333,0.206611496
278,76.8427,1351,7.505555556,7.483888889,0.204207101
279,77.1192,1350,7.5,7.478333333,0.204131516
280,77.3957,1313,7.294444444,7.277083333,0.201313444
281,77.6722,1305,7.25,7.23,0.200700163
282,77.9487,1280,7.111111111,7.093472222,0.198767761
283,78.2252,1288,7.155555556,7.135833333,0.19938863
284,78.5017,1231,6.838888889,6.818888889,0.194927179
285,78.7782,1257,6.983333333,6.9625,0.196975099
286,79.0547,1284,7.133333333,7.116388889,0.199077832
287,79.3312,1281,7.116666667,7.099444444,0.198845239
288,79.6077,1261,7.005555556,6.9875,0.197287255
289,79.8842,1273,7.072222222,7.048055556,0.198225831
290,80.1607,1258,6.988888889,6.97125,0.197052304
291,80.4372,1344,7.466666667,7.448194444,0.203676329
292,80.7137,1284,7.133333333,7.112361111,0.199079237
293,80.9902,1346,7.477777778,7.456111111,0.203828897
294,81.2667,1318,7.322222222,7.302083333,0.201697321
295,81.5432,1276,7.088888889,7.07125,0.198456962
296,81.8197,1296,7.2,7.180416667,0.2000068
297,82.0962,1347,7.483333333,7.461944444,0.203904499
298,82.3727,1332,7.4,7.376111111,0.202766933
299,82.6492,1310,7.277777778,7.258611111,0.201083965
300,82.9257,1309,7.272222222,7.248472222,0.201008789
301,83.2022,1313,7.294444444,7.269305556,0.201316127
302,83.4787,1314,7.3,7.274027778,0.201393056
303,83.7552,1310,7.277777778,7.249027778,0.201087274
304,84.0317,1392,7.733333333,7.702638889,0.207285374
305,84.3082,1345,7.472222222,7.437777778,0.203757527
306,84.5847,1338,7.433333333,7.40125,0.203225865
307,84.8612,1394,7.744444444,7.715416667,0.207433659
308,85.1377,1374,7.633333333,7.601527778,0.205941314
309,85.4142,1411,7.838888889,7.813194444,0.208693439
310,85.6907,1396,7.755555556,7.729861111,0.207581281
311,85.9672,1364,7.577777778,7.550277778,0.205189144
312,86.2437,1376,7.644444444,7.620277778,0.206088554
313,86.5202,1361,7.561111111,7.533472222,0.20496344
314,86.7967,1344,7.466666667,7.439305556,0.20367936
315,87.0732,1323,7.35,7.325555556,0.202080995
316,87.3497,1310,7.277777778,7.254722222,0.201085308
317,87.6262,1331,7.394444444,7.370138889,0.202690954
318,87.9027,1372,7.622222222,7.597083333,0.205789141
319,88.1792,1345,7.472222222,7.449722222,0.203753456
320,88.4557,1310,7.277777778,7.253888889,0.201085595
321,88.7322,1411,7.838888889,7.815972222,0.208692514
322,89.0087,1285,7.138888889,7.113888889,0.199158143
323,89.2852,1346,7.477777778,7.455972222,0.203828944
324,89.5617,1339,7.438888889,7.416666667,0.203298418
325,89.8382,1350,7.5,7.4775,0.2041318
326,90.1147,1276,7.088888889,7.064305556,0.198459392
327,90.3912,1298,7.211111111,7.188888889,0.200161971
328,90.6677,1355,7.527777778,7.501805556,0.204510623
329,90.9442,1334,7.411111111,7.391944444,0.202917475
330,91.2207,1360,7.555555556,7.53,0.204887428
331,91.4972,1409,7.827777778,7.805555556,0.208544338
332,91.7737,1265,7.027777778,7.003194444,0.197602187
333,92.0502,1347,7.483333333,7.457361111,0.20390606
334,92.3267,1297,7.205555556,7.181944444,0.200085341
335,92.6032,1385,7.694444444,7.671805556,0.206760871
336,92.8797,1338,7.433333333,7.408888889,0.203223255
337,93.1562,1354,7.522222222,7.4975,0.204434726
338,93.4327,1344,7.466666667,7.445416667,0.203677276
339,93.7092,1378,7.655555556,7.628472222,0.206239244
340,93.9857,1273,7.072222222,7.049722222,0.198225247
341,94.2622,1333,7.405555556,7.383472222,0.202842408
342,94.5387,1262,7.011111111,6.990972222,0.197366194
343,94.8152,1329,7.383333333,7.359166667,0.202538577
344,95.0917,1390,7.722222222,7.698194444,0.207134188
345,95.3682,1405,7.805555556,7.782916667,0.20824827
346,95.6447,1339,7.438888889,7.416666667,0.203298418
347,95.9212,1353,7.516666667,7.49625,0.204357762
348,96.1977,1357,7.538888889,7.515138889,0.204660731
349,96.4742,1344,7.466666667,7.444444444,0.203677608
350,96.7507,1351,7.505555556,7.485416667,0.204206582
351,97.0272,1322,7.344444444,7.319027778,0.202004949
352,97.3037,1332,7.4,7.377638889,0.202766409
353,97.5802,1376,7.644444444,7.620277778,0.206088554
354,97.8567,1387,7.705555556,7.684444444,0.206909579
355,98.1332,1353,7.516666667,7.491944444,0.204359225
356,98.4097,1376,7.644444444,7.622916667,0.206087665
357,98.6862,1344,7.466666667,7.444027778,0.20367775
358,98.9627,1338,7.433333333,7.411944444,0.203222211
359,99.2392,1359,7.55,7.5275,0.204811058
360,99.5157,1366,7.588888889,7.561388889,0.205339507
361,99.7922,1374,7.633333333,7.608194444,0.205939066
362,100.0687,1328,7.377777778,7.350833333,0.202463322
363,100.3452,1388,7.711111111,7.686111111,0.206985455
364,100.6217,1419,7.883333333,7.862083333,0.209282698
365,100.8982,1333,7.405555556,7.383611111,0.20284236
366,101.1747,1341,7.45,7.425,0.203451127
367,101.4512,1297,7.205555556,7.183333333,0.200084859
368,101.7277,1326,7.366666667,7.341944444,0.202310058
369,102.0042,1350,7.5,7.476111111,0.204132272
370,102.2807,1319,7.327777778,7.303194444,0.201775348
371,102.5572,1325,7.361111111,7.338194444,0.202233144
372,102.8337,1299,7.216666667,7.191111111,0.200240211
373,103.1102,1367,7.594444444,7.5725,0.205412769
374,103.3867,1342,7.455555556,7.429722222,0.203527249
375,103.6632,1317,7.316666667,7.293333333,0.201621896
376,103.9397,1338,7.433333333,7.405,0.203224584
377,104.2162,1369,7.605555556,7.5825,0.205563344
378,104.4927,1352,7.511111111,7.487777778,0.204283224
379,104.7692,1405,7.805555556,7.783472222,0.208248084
380,105.0457,1289,7.161111111,7.133611111,0.19946872
381,105.3222,1375,7.638888889,7.612361111,0.206014456
382,105.5987,1327,7.372222222,7.347083333,0.202386466
383,105.8752,1377,7.65,7.625416667,0.206163562
384,106.1517,1337,7.427777778,7.40125,0.203148016
385,106.4282,1408,7.822222222,7.799583333,0.208470464
386,106.7047,1370,7.611111111,7.584027778,0.205639763
387,106.9812,1375,7.638888889,7.6125,0.206014409
388,107.2577,1347,7.483333333,7.46,0.203905161
389,107.5342,1419,7.883333333,7.857222222,0.209284311
390,107.8107,1373,7.627777778,7.6025,0.205864164
391,108.0872,1375,7.638888889,7.610694444,0.206015018
392,108.3637,1308,7.266666667,7.240138889,0.200932961
393,108.6402,1317,7.316666667,7.291527778,0.201622518
394,108.9167,1360,7.555555556,7.529444444,0.204887616
395,109.1932,1368,7.6,7.575,0.205488916
396,109.4697,1302,7.233333333,7.207638889,0.200471329
397,109.7462,1319,7.327777778,7.301111111,0.201776065
398,110.0227,1306,7.255555556,7.229444444,0.200779154
399,110.2992,1356,7.533333333,7.508055556,0.204585832
400,110.5757,1285,7.138888889,7.116111111,0.199157368
401,110.8522,1396,7.755555556,7.728888889,0.207581607
402,111.1287,1375,7.638888889,7.611944444,0.206014596
403,111.4052,1348,7.488888889,7.463055556,0.203981681
404,111.6817,1373,7.627777778,7.602777778,0.20586407
405,111.9582,1352,7.511111111,7.484722222,0.204284263
406,112.2347,1274,7.077777778,7.048472222,0.198305466
407,112.5112,1363,7.572222222,7.543055556,0.205114485
408,112.7877,1356,7.533333333,7.507361111,0.204586068
409,113.0642,1374,7.633333333,7.610972222,0.205938129
410,113.3407,1328,7.377777778,7.352638889,0.202462702
411,113.6172,1293,7.183333333,7.156944444,0.199777558
412,113.8937,1387,7.705555556,7.680277778,0.206910978
413,114.1702,1347,7.483333333,7.458611111,0.203905634
414,114.4467,1333,7.405555556,7.379722222,0.202843692
415,114.7232,1333,7.405555556,7.380555556,0.202843406
416,114.9997,1372,7.622222222,7.598194444,0.205788766
417,115.2762,1353,7.516666667,7.491527778,0.204359367
418,115.5527,1446,8.033333333,8.010833333,0.211264655
419,115.8292,1338,7.433333333,7.406388889,0.203224109
420,116.1057,1373,7.627777778,7.605694444,0.205863086
421,116.3822,1414,7.855555556,7.830277778,0.208915021
422,116.6587,1367,7.594444444,7.566527778,0.205414789
423,116.9352,1375,7.638888889,7.613611111,0.206014034
424,117.2117,1328,7.377777778,7.351527778,0.202463083
425,117.4882,1371,7.616666667,7.590833333,0.205714372
426,117.7647,1364,7.577777778,7.548472222,0.205189755
427,118.0412,1398,7.766666667,7.740138889,0.207730192
428,118.3177,1371,7.616666667,7.590833333,0.205714372
429,118.5942,1345,7.472222222,7.448055556,0.203754024
430,118.8707,1436,7.977777778,7.948472222,0.21053517
431,119.1472,1311,7.283333333,7.257361111,0.201163044
432,119.4237,1327,7.372222222,7.3475,0.202386323
433,119.7002,1415,7.861111111,7.834166667,0.20898943
434,119.9767,1311,7.283333333,7.256666667,0.201163284
435,120.2532,1389,7.716666667,7.692222222,0.207059811
436,120.5297,1353,7.516666667,7.491388889,0.204359414
437,120.8062,1412,7.844444444,7.814722222,0.208768712
438,121.0827,1414,7.855555556,7.829861111,0.20891516
439,121.3592,1412,7.844444444,7.819166667,0.208767233
440,121.6357,1416,7.866666667,7.839861111,0.209063212
441,121.9122,1389,7.716666667,7.691805556,0.207059951
442,122.1887,1369,7.605555556,7.581805556,0.205563579
443,122.4652,1395,7.75,7.721805556,0.207507762
444,122.7417,1344,7.466666667,7.434861111,0.203680875
445,123.0182,1319,7.327777778,7.300972222,0.201776112
446,123.2947,1405,7.805555556,7.779027778,0.208249566
447,123.5712,1451,8.061111111,8.035416667,0.21163062
448,123.8477,1324,7.355555556,7.329027778,0.202158062
449,124.1242,1464,8.133333333,8.103333333,0.212577872
450,124.4007,1430,7.944444444,7.916805556,0.210094363
451,124.6772,1485,8.25,8.221944444,0.21409631
452,124.9537,1372,7.622222222,7.592222222,0.205790781
453,125.2302,1408,7.822222222,7.795416667,0.208471852
454,125.5067,1419,7.883333333,7.860972222,0.209283067
455,125.7832,1419,7.883333333,7.857083333,0.209284357
456,126.0597,1494,8.3,8.273055556,0.214743692
457,126.3362,1424,7.911111111,7.885416667,0.209652536
458,126.6127,1463,8.127777778,8.1025,0.212503722
459,126.8892,1395,7.75,7.726111111,0.207506321
460,127.1657,1409,7.827777778,7.804305556,0.208544754
461,127.4422,1455,8.083333333,8.055138889,0.211922918
462,127.7187,1428,7.933333333,7.907777778,0.209946716
463,127.9952,1401,7.783333333,7.760833333,0.207951595
464,128.2717,1409,7.827777778,7.804444444,0.208544708
465,128.5482,1375,7.638888889,7.615833333,0.206013285
466,128.8247,1401,7.783333333,7.756527778,0.207953033
467,129.1012,1485,8.25,8.227083333,0.214094643
468,129.3777,1451,8.061111111,8.034861111,0.211630802
469,129.6542,1429,7.938888889,7.909722222,0.210021402
470,129.9307,1472,8.177777778,8.153194444,0.213156077
471,130.2072,1482,8.233333333,8.205972222,0.213879735
472,130.4837,1464,8.133333333,8.107222222,0.212576602
473,130.7602,1521,8.45,8.424166667,0.216674946
474,131.0367,1624,9.022222222,8.996527778,0.223890655
475,131.3132,1512,8.4,8.374444444,0.216032905
476,131.5897,1621,9.005555556,8.980694444,0.22368352
477,131.8662,1644,9.133333333,9.110416667,0.22526412
478,132.1427,1701,9.45,9.424166667,0.229136614
479,132.4192,1686,9.366666667,9.345277778,0.228122791
480,132.6957,1660,9.222222222,9.195694444,0.226358681
481,132.9722,1765,9.805555556,9.780555556,0.2334069
482,133.2487,1778,9.877777778,9.853055556,0.234264758
483,133.5252,1942,10.78888889,10.76236111,0.244830464
484,133.8017,1988,11.04444444,11.01916667,0.247712607
485,134.0782,2114,11.74444444,11.71902778,0.255441664
486,134.3547,2216,12.31111111,12.28486111,0.261531466
487,134.6312,2316,12.86666667,12.84208333,0.267366594
488,134.9077,2478,13.76666667,13.74069444,0.276559377
489,135.1842,2660,14.77777778,14.75444444,0.286534476
490,135.4607,2807,15.59444444,15.56861111,0.294345699
491,135.7372,2865,15.91666667,15.89152778,0.297370842
492,136.0137,3070,17.05555556,17.03152778,0.307825313
493,136.2902,3360,18.66666667,18.64152778,0.322036015
494,136.5667,3567,19.81666667,19.7925,0.331807096
495,136.8432,4033,22.40555556,22.37930556,0.352815751
496,137.1197,4496,24.97777778,24.95291667,0.372516959
497,137.3962,4769,26.49444444,26.46833333,0.383659986
498,137.6727,5096,28.31111111,28.28861111,0.396594346
499,137.9492,5391,29.95,29.92208333,0.407912694
500,138.2257,5778,32.1,32.07444444,0.422299518
501,138.5022,5877,32.65,32.62222222,0.425902274
502,138.7787,5722,31.78888889,31.76222222,0.42024831
503,139.0552,5573,30.96111111,30.93638889,0.414740409
504,139.3317,5142,28.56666667,28.53833333,0.398381273
505,139.6082,4283,23.79444444,23.76819444,0.363586309
506,139.8847,3859,21.43888889,21.41361111,0.345120919
507,140.1612,3250,18.05555556,18.03083333,0.316720817
508,140.4377,2748,15.26666667,15.23958333,0.29123629
509,140.7142,2290,12.72222222,12.69847222,0.265861451
510,140.9907,1975,10.97222222,10.945,0.246901946
511,141.2672,1827,10.15,10.12583333,0.237470515
512,141.5437,1549,8.605555556,8.580277778,0.218659902
513,141.8202,1472,8.177777778,8.150694444,0.213156891
514,142.0967,1419,7.883333333,7.860694444,0.209283159
515,142.3732,1394,7.744444444,7.72125,0.207431706
516,142.6497,1317,7.316666667,7.291388889,0.201622566
517,142.9262,1372,7.622222222,7.595833333,0.205789563
518,143.2027,1400,7.777777778,7.752083333,0.207878439
519,143.4792,1353,7.516666667,7.49125,0.204359461
520,143.7557,1351,7.505555556,7.480694444,0.204208187
521,144.0322,1311,7.283333333,7.262361111,0.201161318
522,144.3087,1330,7.388888889,7.364722222,0.202614756
523,144.5852,1360,7.555555556,7.532361111,0.204886627
524,144.8617,1375,7.638888889,7.613611111,0.206014034
525,145.1382,1324,7.355555556,7.331111111,0.202157346
526,145.4147,1302,7.233333333,7.209027778,0.200470848
527,145.6912,1348,7.488888889,7.463611111,0.203981492
528,145.9677,1310,7.277777778,7.258055556,0.201084156
529,146.2442,1398,7.766666667,7.740277778,0.207730145
530,146.5207,1440,8,7.975972222,0.210826425
531,146.7972,1358,7.544444444,7.517777778,0.204737109
