Channel,Energy (keV),CTS,CR,Net CR,Error
104,28.7317,1045,5.805555556,5.785277778,0.179599284
105,29.0082,1063,5.905555556,5.884583333,0.1811396
106,29.2847,1015,5.638888889,5.620277778,0.177002106
107,29.5612,1028,5.711111111,5.692083333,0.17813208
108,29.8377,1057,5.872222222,5.855833333,0.180625948
109,30.1142,1045,5.805555556,5.788888889,0.179597888
110,30.3907,1020,5.666666667,5.649722222,0.177436848
111,30.6672,958,5.322222222,5.305277778,0.171960038
112,30.9437,968,5.377777778,5.358333333,0.172856136
113,31.2202,1041,5.783333333,5.764305556,0.179254769
114,31.4967,1029,5.716666667,5.699861111,0.178217826
115,31.7732,973,5.405555556,5.387916667,0.173301223
116,32.0497,1009,5.605555556,5.587916667,0.176477832
117,32.3262,1021,5.672222222,5.655833333,0.177523581
118,32.6027,999,5.55,5.53,0.175602139
119,32.8792,1021,5.672222222,5.654166667,0.177524233
120,33.1557,980,5.444444444,5.425555556,0.17392394
121,33.4322,1077,5.983333333,5.968888889,0.182325936
122,33.7087,990,5.5,5.484722222,0.174807544
123,33.9852,1045,5.805555556,5.789305556,0.179597727
124,34.2617,1001,5.561111111,5.542916667,0.1757771
125,34.5382,947,5.261111111,5.244305556,0.170969966
126,34.8147,972,5.4,5.381527778,0.173212487
127,35.0912,1051,5.838888889,5.819722222,0.180113669
128,35.3677,987,5.483333333,5.465833333,0.174543386
129,35.6442,994,5.522222222,5.505,0.175161081
130,35.9207,964,5.355555556,5.335416667,0.172498938
131,36.1972,954,5.3,5.283611111,0.171600468
132,36.4737,952,5.288888889,5.270416667,0.171421357
133,36.7502,988,5.488888889,5.471388889,0.174631778
134,37.0267,941,5.227777778,5.212777778,0.170426797
135,37.3032,1014,5.633333333,5.616527778,0.176914189
136,37.5797,990,5.5,5.485694444,0.174807158
137,37.8562,924,5.133333333,5.117916667,0.168880608
138,38.1327,946,5.255555556,5.238611111,0.170879736
139,38.4092,1001,5.561111111,5.544583333,0.175776441
140,38.6857,998,5.544444444,5.526666667,0.175513356
141,38.9622,955,5.305555556,5.289583333,0.171690206
142,39.2387,990,5.5,5.482361111,0.174808482
143,39.5152,959,5.327777778,5.314305556,0.172048355
144,39.7917,978,5.433333333,5.418333333,0.173744837
145,40.0682,953,5.294444444,5.275416667,0.171511583
146,40.3447,988,5.488888889,5.473333333,0.174631004
147,40.6212,951,5.283333333,5.269166667,0.171329564
148,40.8977,937,5.205555556,5.191388889,0.170063872
149,41.1742,954,5.3,5.285138889,0.17159985
150,41.4507,960,5.333333333,5.320138889,0.172137916
151,41.7272,891,4.95,4.932777778,0.165838451
152,42.0037,972,5.4,5.386111111,0.173210649
153,42.2802,959,5.327777778,5.313055556,0.17204886
154,42.5567,925,5.138888889,5.124722222,0.168971448
155,42.8332,897,4.983333333,4.971111111,0.166393758
156,43.1097,907,5.038888889,5.024027778,0.167319727
157,43.3862,939,5.216666667,5.199444444,0.170246508
158,43.6627,934,5.188888889,5.172222222,0.169792448
159,43.9392,924,5.133333333,5.119027778,0.168880151
160,44.2157,957,5.316666667,5.300416667,0.171869992
161,44.4922,932,5.177777778,5.163194444,0.169609721
162,44.7687,919,5.105555556,5.092083333,0.168422293
163,45.0452,944,5.244444444,5.230277778,0.170697891
164,45.3217,908,5.044444444,5.029027778,0.167412164
165,45.5982,929,5.161111111,5.145138889,0.169337113
166,45.8747,926,5.144444444,5.129722222,0.169062981
167,46.1512,928,5.155555556,5.138333333,0.169246469
168,46.4277,894,4.966666667,4.953888889,0.166115524
169,46.7042,896,4.977777778,4.962361111,0.166302322
170,46.9807,935,5.194444444,5.178194444,0.169883141
171,47.2572,907,5.038888889,5.025416667,0.167319151
172,47.5337,952,5.288888889,5.271111111,0.171421076
173,47.8102,889,4.938888889,4.923472222,0.16565148
174,48.0867,890,4.944444444,4.931388889,0.165743625
175,48.3632,883,4.905555556,4.890972222,0.165091223
176,48.6397,894,4.966666667,4.953194444,0.166115814
177,48.9162,873,4.85,4.833888889,0.164154446
178,49.1927,924,5.133333333,5.120277778,0.168879637
179,49.4692,885,4.916666667,4.900138889,0.165278887
180,49.7457,862,4.788888889,4.772638889,0.163117121
181,50.0222,886,4.922222222,4.909166667,0.165370772
182,50.2987,908,5.044444444,5.026527778,0.167413201
183,50.5752,960,5.333333333,5.320277778,0.17213786
184,50.8517,849,4.716666667,4.702083333,0.161881837
185,51.1282,841,4.672222222,4.656944444,0.161117696
186,51.4047,905,5.027777778,5.014305556,0.167134586
187,51.6812,841,4.672222222,4.659583333,0.161116559
188,51.9577,897,4.983333333,4.967638889,0.166395207
189,52.2342,864,4.8,4.784583333,0.163305872
190,52.5107,859,4.772222222,4.758611111,0.162831926
191,52.7872,859,4.772222222,4.758333333,0.162832044
192,53.0637,853,4.738888889,4.727361111,0.162261399
193,53.3402,885,4.916666667,4.901527778,0.165278303
194,53.6167,869,4.827777778,4.810972222,0.16377827
195,53.8932,824,4.577777778,4.564166667,0.159480372
196,54.1697,901,5.005555556,4.990138889,0.166765653
197,54.4462,842,4.677777778,4.662777778,0.16121333
198,54.7227,905,5.027777778,5.012916667,0.167135163
199,54.9992,889,4.938888889,4.923472222,0.16565148
200,55.2757,900,5,4.983055556,0.166673727
201,55.5522,894,4.966666667,4.953472222,0.166115698
202,55.8287,830,4.611111111,4.5975,0.160059909
203,56.1052,848,4.711111111,4.695694444,0.161786837
204,56.3817,820,4.555555556,4.540416667,0.159093509
205,56.6582,870,4.833333333,4.821111111,0.163870526
206,56.9347,841,4.672222222,4.658888889,0.161116858
207,57.2112,849,4.716666667,4.701666667,0.161882016
208,57.4877,861,4.783333333,4.770833333,0.163020889
209,57.7642,893,4.961111111,4.945972222,0.166023586
210,58.0407,887,4.927777778,4.912777778,0.16546488
211,58.3172,873,4.85,4.834444444,0.164154211
212,58.5937,854,4.744444444,4.730416667,0.162357547
213,58.8702,840,4.666666667,4.652083333,0.161021587
214,59.1467,797,4.427777778,4.41625,0.15684504
215,59.4232,883,4.905555556,4.890138889,0.165091573
216,59.6997,820,4.555555556,4.54125,0.159093145
217,59.9762,841,4.672222222,4.65625,0.161117996
218,60.2527,847,4.705555556,4.687638889,0.161692497
219,60.5292,857,4.761111111,4.748472222,0.162641854
220,60.8057,881,4.894444444,4.876944444,0.164905393
221,61.0822,893,4.961111111,4.947638889,0.166022889
222,61.3587,885,4.916666667,4.900833333,0.165278595
223,61.6352,868,4.822222222,4.804861111,0.163684253
224,61.9117,882,4.9,4.883472222,0.164998539
225,62.1882,886,4.922222222,4.906388889,0.165371939
226,62.4647,848,4.711111111,4.695,0.161787135
227,62.7412,843,4.683333333,4.669583333,0.161308488
228,63.0177,862,4.788888889,4.7725,0.16311718
229,63.2942,906,5.033333333,5.017638889,0.167227817
230,63.5707,860,4.777777778,4.762083333,0.16292756
231,63.8472,796,4.422222222,4.406388889,0.156748526
232,64.1237,821,4.561111111,4.544583333,0.159191085
233,64.4002,860,4.777777778,4.7625,0.162927382
234,64.6767,887,4.927777778,4.910972222,0.165465638
235,64.9532,821,4.561111111,4.544722222,0.159191025
236,65.2297,852,4.733333333,4.715,0.162169179
237,65.5062,883,4.905555556,4.889166667,0.165091982
238,65.7827,810,4.5,4.484722222,0.158120593
239,66.0592,886,4.922222222,4.905277778,0.165372405
240,66.3357,855,4.75,4.733333333,0.162453697
241,66.6122,874,4.855555556,4.83625,0.164249779
242,66.8887,847,4.705555556,4.685694444,0.161693333
243,67.1652,875,4.861111111,4.844027778,0.164342768
244,67.4417,841,4.672222222,4.652083333,0.161119791
245,67.7182,891,4.95,4.930416667,0.16583944
246,67.9947,833,4.627777778,4.610694444,0.160350395
247,68.2712,881,4.894444444,4.878333333,0.164904808
248,68.5477,879,4.883333333,4.865555556,0.164718241
249,68.8242,854,4.744444444,4.727777778,0.162358675
250,69.1007,874,4.855555556,4.835694444,0.164250014
251,69.3772,818,4.544444444,4.525277778,0.15890115
252,69.6537,841,4.672222222,4.653472222,0.161119193
253,69.9302,897,4.983333333,4.965,0.166396308
254,70.2067,875,4.861111111,4.84125,0.164343942
255,70.4832,833,4.627777778,4.609166667,0.160351057
256,70.7597,801,4.45,4.425694444,0.157243753
257,71.0362,888,4.933333333,4.912361111,0.165560624
258,71.3127,866,4.811111111,4.786666667,0.163498594
259,71.5892,882,4.9,4.874305556,0.165002397
260,71.8657,879,4.883333333,4.85875,0.16472111
261,72.1422,958,5.322222222,5.294444444,0.171964413
262,72.4187,910,5.055555556,5.028611111,0.167601199
263,72.6952,891,4.95,4.921805556,0.165843046
264,72.9717,880,4.888888889,4.860833333,0.164816232
265,73.2482,901,5.005555556,4.976527778,0.166771321
266,73.5247,857,4.761111111,4.725,0.162651876
267,73.8012,882,4.9,4.863611111,0.165006898
268,74.0777,890,4.944444444,4.910972222,0.165752179
269,74.3542,918,5.1,5.064444444,0.168339751
270,74.6307,919,5.105555556,5.067222222,0.168432543
271,74.9072,903,5.016666667,4.982638889,0.166958367
272,75.1837,942,5.233333333,5.206805556,0.170522018
273,75.4602,891,4.95,4.91875,0.165844325
274,75.7367,880,4.888888889,4.864583333,0.164814652
275,76.0132,867,4.816666667,4.793472222,0.163592423
276,76.2897,905,5.027777778,5.007361111,0.167137472
277,76.5662,869,4.827777778,4.805277778,0.163780685
278,76.8427,862,4.788888889,4.767222222,0.163119427
279,77.1192,856,4.755555556,4.733888889,0.162550799
280,77.3957,849,4.716666667,4.699305556,0.161883029
281,77.6722,907,5.038888889,5.018888889,0.16732186
282,77.9487,826,4.588888889,4.57125,0.159675537
283,78.2252,812,4.511111111,4.491388889,0.158317616
284,78.5017,829,4.605555556,4.585555556,0.159966239
285,78.7782,837,4.65,4.629166667,0.160736514
286,79.0547,820,4.555555556,4.538611111,0.159094297
287,79.3312,869,4.827777778,4.810555556,0.163778447
288,79.6077,904,5.022222222,5.004166667,0.167044133
289,79.8842,837,4.65,4.625833333,0.160737954
290,80.1607,825,4.583333333,4.565694444,0.159578861
291,80.4372,846,4.7,4.681527778,0.161597267
292,80.7137,826,4.588888889,4.567916667,0.159676986
293,80.9902,840,4.666666667,4.645,0.161024642
294,81.2667,835,4.638888889,4.61875,0.160544081
295,81.5432,802,4.455555556,4.437916667,0.157338922
296,81.8197,847,4.705555556,4.685972222,0.161693213
297,82.0962,839,4.661111111,4.639722222,0.160928656
298,82.3727,848,4.711111111,4.687222222,0.161790474
299,82.6492,860,4.777777778,4.758611111,0.16292904
300,82.9257,854,4.744444444,4.720694444,0.162361705
301,83.2022,845,4.694444444,4.669305556,0.161504608
302,83.4787,830,4.611111111,4.585138889,0.160065272
303,83.7552,878,4.877777778,4.849027778,0.164629154
304,84.0317,858,4.766666667,4.735972222,0.162744415
305,84.3082,930,5.166666667,5.132222222,0.169435792
306,84.5847,883,4.905555556,4.873472222,0.165098584
307,84.8612,910,5.055555556,5.026527778,0.167602063
308,85.1377,862,4.788888889,4.757083333,0.163123744
309,85.4142,889,4.938888889,4.913194444,0.165655789
310,85.6907,904,5.022222222,4.996527778,0.167047308
311,85.9672,863,4.794444444,4.766944444,0.163216488
312,86.2437,919,5.105555556,5.081388889,0.168426702
313,86.5202,898,4.988888889,4.96125,0.166492907
314,86.7967,856,4.755555556,4.728194444,0.162553232
315,87.0732,850,4.722222222,4.697777778,0.161981366
316,87.3497,841,4.672222222,4.649166667,0.161121049
317,87.6262,832,4.622222222,4.597916667,0.160257256
318,87.9027,831,4.616666667,4.591527778,0.160161293
319,88.1792,847,4.705555556,4.683055556,0.161694466
320,88.4557,822,4.566666667,4.542777778,0.159291206
321,88.7322,850,4.722222222,4.699305556,0.161980711
322,89.0087,868,4.822222222,4.797222222,0.163687494
323,89.2852,857,4.761111111,4.739305556,0.162645768
324,89.5617,830,4.611111111,4.588888889,0.160063645
325,89.8382,835,4.638888889,4.616388889,0.160545103
326,90.1147,821,4.561111111,4.536527778,0.1591946
327,90.3912,869,4.827777778,4.805555556,0.163780567
328,90.6677,832,4.622222222,4.59625,0.160257978
329,90.9442,847,4.705555556,4.686388889,0.161693034
330,91.2207,754,4.188888889,4.163333333,0.152561969
331,91.4972,852,4.733333333,4.711111111,0.162170844
332,91.7737,845,4.694444444,4.669861111,0.161504369
333,92.0502,849,4.716666667,4.690694444,0.161886723
334,92.3267,844,4.688888889,4.665277778,0.16140837
335,92.6032,880,4.888888889,4.86625,0.16481395
336,92.8797,836,4.644444444,4.62,0.160642037
337,93.1562,863,4.794444444,4.769722222,0.163215306
338,93.4327,884,4.911111111,4.889861111,0.165187475
339,93.7092,893,4.961111111,4.934027778,0.166028582
340,93.9857,873,4.85,4.8275,0.164157149
341,94.2622,875,4.861111111,4.839027778,0.164344881
342,94.5387,850,4.722222222,4.702083333,0.16197952
343,94.8152,854,4.744444444,4.720277778,0.162361883
344,95.0917,854,4.744444444,4.720416667,0.162361824
345,95.3682,877,4.872222222,4.849583333,0.16453281
346,95.6447,825,4.583333333,4.561111111,0.159580855
347,95.9212,878,4.877777778,4.857361111,0.164625639
348,96.1977,900,5,4.97625,0.166676562
349,96.4742,820,4.555555556,4.533333333,0.159096601
350,96.7507,873,4.85,4.829861111,0.16415615
351,97.0272,899,4.994444444,4.969027778,0.166584644
352,97.3037,831,4.616666667,4.594305556,0.160160088
353,97.5802,904,5.022222222,4.998055556,0.167046673
354,97.8567,871,4.838888889,4.817777778,0.163968436
355,98.1332,821,4.561111111,4.536388889,0.15919466
356,98.4097,870,4.833333333,4.811805556,0.16387447
357,98.6862,875,4.861111111,4.838472222,0.164345116
358,98.9627,874,4.855555556,4.834166667,0.16425066
359,99.2392,908,5.044444444,5.021944444,0.167415102
360,99.5157,921,5.116666667,5.089166667,0.168611226
361,99.7922,822,4.566666667,4.541527778,0.159291751
362,100.0687,892,4.955555556,4.928611111,0.165935549
363,100.3452,841,4.672222222,4.647222222,0.161121887
364,100.6217,872,4.844444444,4.823194444,0.164062585
365,100.8982,819,4.55,4.528055556,0.158999452
366,101.1747,882,4.9,4.875,0.165002104
367,101.4512,885,4.916666667,4.894444444,0.165281279
368,101.7277,832,4.622222222,4.5975,0.160257437
369,102.0042,861,4.783333333,4.759444444,0.16302574
370,102.2807,850,4.722222222,4.697638889,0.161981426
371,102.5572,833,4.627777778,4.604861111,0.160352921
372,102.8337,854,4.744444444,4.718888889,0.162362477
373,103.1102,861,4.783333333,4.761388889,0.163024912
374,103.3867,872,4.844444444,4.818611111,0.164064525
375,103.6632,820,4.555555556,4.532222222,0.159097086
376,103.9397,864,4.8,4.771666667,0.163311365
377,104.2162,830,4.611111111,4.588055556,0.160064006
378,104.4927,826,4.588888889,4.565555556,0.159678013
379,104.7692,880,4.888888889,4.866805556,0.164813716
380,105.0457,865,4.805555556,4.778055556,0.163405478
381,105.3222,866,4.811111111,4.784583333,0.163499479
382,105.5987,854,4.744444444,4.719305556,0.162362299
383,105.8752,883,4.905555556,4.880972222,0.165095429
384,106.1517,886,4.922222222,4.895694444,0.165376429
385,106.4282,887,4.927777778,4.905138889,0.165468086
386,106.7047,839,4.661111111,4.634027778,0.160931114
387,106.9812,844,4.688888889,4.6625,0.161409566
388,107.2577,850,4.722222222,4.698888889,0.16198089
389,107.5342,819,4.55,4.523888889,0.159001271
390,107.8107,821,4.561111111,4.535833333,0.159194902
391,108.0872,907,5.038888889,5.010694444,0.167325261
392,108.3637,825,4.583333333,4.556805556,0.159582729
393,108.6402,833,4.627777778,4.602638889,0.160353884
394,108.9167,856,4.755555556,4.729444444,0.162552698
395,109.1932,875,4.861111111,4.836111111,0.164346114
396,109.4697,861,4.783333333,4.757638889,0.163026509
397,109.7462,851,4.727777778,4.701111111,0.162077561
398,110.0227,833,4.627777778,4.601666667,0.160354305
399,110.2992,848,4.711111111,4.685833333,0.16179107
400,110.5757,816,4.533333333,4.510555556,0.158708376
401,110.8522,872,4.844444444,4.817777778,0.164064877
402,111.1287,902,5.011111111,4.984166667,0.166862963
403,111.4052,888,4.933333333,4.9075,0.165562663
404,111.6817,893,4.961111111,4.936111111,0.16602771
405,111.9582,856,4.755555556,4.729166667,0.162552817
406,112.2347,857,4.761111111,4.731805556,0.16264897
407,112.5112,873,4.85,4.820833333,0.164159969
408,112.7877,843,4.683333333,4.657361111,0.161313749
409,113.0642,895,4.972222222,4.949861111,0.166212402
410,113.3407,889,4.938888889,4.91375,0.165655556
411,113.6172,859,4.772222222,4.745833333,0.162837375
412,113.8937,790,4.388888889,4.363611111,0.156160901
413,114.1702,815,4.527777778,4.503055556,0.158611962
414,114.4467,882,4.9,4.874166667,0.165002455
415,114.7232,864,4.8,4.775,0.163309947
416,114.9997,893,4.961111111,4.937083333,0.166027304
417,115.2762,881,4.894444444,4.869305556,0.16490861
418,115.5527,803,4.461111111,4.438611111,0.157439117
419,115.8292,848,4.711111111,4.684166667,0.161791785
420,116.1057,923,5.127777778,5.105694444,0.168791947
421,116.3822,846,4.7,4.674722222,0.161600192
422,116.6587,833,4.627777778,4.599861111,0.160355087
423,116.9352,840,4.666666667,4.641388889,0.161026199
424,117.2117,850,4.722222222,4.695972222,0.16198214
425,117.4882,914,5.077777778,5.051944444,0.167968641
426,117.7647,863,4.794444444,4.765138889,0.163217256
427,118.0412,882,4.9,4.873472222,0.165002747
428,118.3177,867,4.816666667,4.790833333,0.163593543
429,118.5942,874,4.855555556,4.831388889,0.164251834
430,118.8707,833,4.627777778,4.598472222,0.160355688
431,119.1472,861,4.783333333,4.757361111,0.163026628
432,119.4237,826,4.588888889,4.564166667,0.159678617
433,119.7002,874,4.855555556,4.828611111,0.164253009
434,119.9767,900,5,4.973333333,0.166677777
435,120.2532,889,4.938888889,4.914444444,0.165655265
436,120.5297,878,4.877777778,4.8525,0.16462769
437,120.8062,853,4.738888889,4.709166667,0.162269186
438,121.0827,882,4.9,4.874305556,0.165002397
439,121.3592,863,4.794444444,4.769166667,0.163215542
440,121.6357,876,4.866666667,4.839861111,0.164440749
441,121.9122,912,5.066666667,5.041805556,0.167784389
442,122.1887,890,4.944444444,4.920694444,0.165748105
443,122.4652,909,5.05,5.021805556,0.167509616
444,122.7417,873,4.85,4.818194444,0.164161085
445,123.0182,869,4.827777778,4.800972222,0.16378251
446,123.2947,881,4.894444444,4.867916667,0.164909195
447,123.5712,879,4.883333333,4.857638889,0.164721578
448,123.8477,874,4.855555556,4.829027778,0.164252833
449,124.1242,871,4.838888889,4.808888889,0.163972201
450,124.4007,862,4.788888889,4.76125,0.16312197
451,124.6772,948,5.266666667,5.238611111,0.171064771
452,124.9537,902,5.011111111,4.981111111,0.166864235
453,125.2302,921,5.116666667,5.089861111,0.16861094
454,125.5067,954,5.3,5.277638889,0.171602885
455,125.7832,897,4.983333333,4.957083333,0.166399612
456,126.0597,862,4.788888889,4.761944444,0.163121674
457,126.3362,924,5.133333333,5.107638889,0.168884834
458,126.6127,875,4.861111111,4.835833333,0.164346231
459,126.8892,843,4.683333333,4.659444444,0.161312853
460,127.1657,865,4.805555556,4.782083333,0.163403766
461,127.4422,911,5.061111111,5.032916667,0.167693768
462,127.7187,911,5.061111111,5.035555556,0.167692675
463,127.9952,864,4.8,4.7775,0.163308884
464,128.2717,919,5.105555556,5.082222222,0.168426359
465,128.5482,900,5,4.976944444,0.166676273
466,128.8247,924,5.133333333,5.106527778,0.168885291
467,129.1012,926,5.144444444,5.121527778,0.169066347
468,129.3777,913,5.072222222,5.045972222,0.167876914
469,129.6542,914,5.077777778,5.048611111,0.16797002
470,129.9307,913,5.072222222,5.047638889,0.167876224
471,130.2072,911,5.061111111,5.03375,0.167693423
472,130.4837,941,5.227777778,5.201666667,0.170431325
473,130.7602,918,5.1,5.074166667,0.16833574
474,131.0367,1000,5.555555556,5.529861111,0.175692249
475,131.3132,974,5.411111111,5.385555556,0.173393419
476,131.5897,968,5.377777778,5.352916667,0.172858312
477,131.8662,958,5.322222222,5.299305556,0.17196245
478,132.1427,1006,5.588888889,5.563055556,0.176218531
479,132.4192,993,5.516666667,5.495277778,0.175074609
480,132.6957,1013,5.627777778,5.60125,0.176830757
481,132.9722,1065,5.916666667,5.891666667,0.181311452
482,133.2487,1009,5.605555556,5.580833333,0.176480619
483,133.5252,1079,5.994444444,5.967916667,0.182499736
484,133.8017,1084,6.022222222,5.996944444,0.18292157
485,134.0782,1206,6.7,6.674583333,0.192939763
486,134.3547,1315,7.305555556,7.279305556,0.201469763
487,134.6312,1341,7.45,7.425416667,0.203450985
488,134.9077,1364,7.577777778,7.551805556,0.205188627
489,135.1842,1472,8.177777778,8.154444444,0.21315567
490,135.4607,1508,8.377777778,8.351944444,0.215747069
491,135.7372,1714,9.522222222,9.497083333,0.230010274
492,136.0137,1845,10.25,10.22597222,0.238637343
493,136.2902,2024,11.24444444,11.21930556,0.249945249
494,136.5667,2181,12.11666667,12.0925,0.259457456
495,136.8432,2680,14.88888889,14.86263889,0.287610318
496,137.1197,2898,16.1,16.07513889,0.299078413
497,137.3962,3457,19.20555556,19.17944444,0.326651431
498,137.6727,3765,20.91666667,20.89416667,0.340891227
499,137.9492,4181,23.22777778,23.19986111,0.359231245
500,138.2257,4293,23.85,23.82444444,0.36401037
501,138.5022,4083,22.68333333,22.65555556,0.354996305
502,138.7787,3969,22.05,22.02333333,0.350005291
503,139.0552,3503,19.46111111,19.43638889,0.328817149
504,139.3317,3092,17.17777778,17.14944444,0.308927231
505,139.6082,2534,14.07777778,14.05152778,0.279666806
506,139.8847,1998,11.1,11.07472222,0.248334809
507,140.1612,1635,9.083333333,9.058611111,0.224647272
508,140.4377,1352,7.511111111,7.484027778,0.204284499
509,140.7142,1170,6.5,6.47625,0.190037917
510,140.9907,1030,5.722222222,5.695,0.178308453
511,141.2672,987,5.483333333,5.459166667,0.174546038
512,141.5437,871,4.838888889,4.813611111,0.163970201
513,141.8202,840,4.666666667,4.639583333,0.161026978
514,142.0967,842,4.677777778,4.655138889,0.16121662
515,142.3732,844,4.688888889,4.665694444,0.161408191
516,142.6497,834,4.633333333,4.608055556,0.160450153
517,142.9262,879,4.883333333,4.856944444,0.164721871
518,143.2027,855,4.75,4.724305556,0.162457556
519,143.4792,830,4.611111111,4.585694444,0.160065031
520,143.7557,873,4.85,4.825138889,0.164158147
521,144.0322,794,4.411111111,4.390138889,0.156553779
522,144.3087,816,4.533333333,4.509166667,0.158708984
523,144.5852,831,4.616666667,4.593472222,0.16016045
524,144.8617,889,4.938888889,4.913611111,0.165655614
525,145.1382,824,4.577777778,4.553333333,0.15948509
526,145.4147,871,4.838888889,4.814583333,0.163969789
527,145.6912,802,4.455555556,4.430277778,0.157342293
528,145.9677,840,4.666666667,4.646944444,0.161023803
529,146.2442,876,4.866666667,4.840277778,0.164440573
530,146.5207,846,4.7,4.675972222,0.161599654
531,146.7972,833,4.627777778,4.601111111,0.160354545
532,147.0737,841,4.672222222,4.649027778,0.161121108
533,147.3502,788,4.377777778,4.352361111,0.155963194
534,147.6267,793,4.405555556,4.381111111,0.156456715
535,147.9032,849,4.716666667,4.693472222,0.161885531
536,148.1797,850,4.722222222,4.700416667,0.161980235
537,148.4562,812,4.511111111,4.485,0.158320419
538,148.7327,851,4.727777778,4.703055556,0.162076728
539,149.0092,842,4.677777778,4.655138889,0.16121662
